,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_카테고리,상의_옷깃,상의_소매기장,상의_소재,상의_프린트,상의_핏,상의_서브색상,상의_기장,상의_디테일,상의_넥라인,하의_서브색상,하의_디테일,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,아우터_서브색상,아우터_옷깃,원피스_카테고리,원피스_디테일,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,원피스_기장,원피스_색상,원피스_서브색상,원피스_소매기장,원피스_옷깃
3165,937658,레트로,"아우터, 하의",4,발목,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,['롤업'],노말,블루,짚업,,긴팔,['데님'],['무지'],,노멀,,,,,,,,,,,,,
3166,937659,레트로,"아우터, 하의",4,발목,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,['롤업'],노말,블루,짚업,,긴팔,['데님'],['무지'],,노멀,,,,,,,,,,,,,
3167,937660,레트로,"아우터, 하의",4,발목,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,['롤업'],노말,블루,짚업,,긴팔,['데님'],['무지'],,노멀,,,,,,,,,,,,,
3168,937661,레트로,"아우터, 하의",4,발목,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,['롤업'],노말,블루,짚업,,긴팔,['데님'],['무지'],,노멀,,,,,,,,,,,,,
3169,937662,레트로,"아우터, 하의",4,발목,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,['롤업'],노말,블루,짚업,,긴팔,['데님'],['무지'],,노멀,,,,,,,,,,,,,
3170,937663,레트로,"아우터, 하의",4,발목,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,['롤업'],노말,블루,짚업,,긴팔,['데님'],['무지'],,노멀,,,,,,,,,,,,,
3171,937664,레트로,"아우터, 하의",4,발목,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,['롤업'],노말,블루,짚업,,긴팔,['데님'],['무지'],,노멀,,,,,,,,,,,,,
3172,937667,레트로,"아우터, 하의, 상의",10,발목,블루,청바지,['데님'],['무지'],노멀,블루,,,긴팔,,,,,,,,,['롤업'],노말,,짚업,,,['데님'],['무지'],,노멀,,,,,,,,,,,,,
3173,937668,레트로,"아우터, 하의",4,발목,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,['롤업'],노말,블루,짚업,,긴팔,['데님'],['무지'],,노멀,,,,,,,,,,,,,
3174,961769,레트로,"하의, 상의",3,미디,블랙,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['울/캐시미어', '니트']",,노멀,옐로우,노멀,['니트꽈베기'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
3175,961770,레트로,"하의, 상의",3,미디,블랙,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['울/캐시미어', '니트']",,노멀,옐로우,노멀,['니트꽈베기'],,,,,,,,,,,,,,,,,,,,,,,,,
3176,961771,레트로,"하의, 상의",3,미디,블랙,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['울/캐시미어', '니트']",,노멀,옐로우,노멀,['니트꽈베기'],,,,,,,,,,,,,,,,,,,,,,,,,
3177,961774,레트로,"하의, 상의",3,미디,블랙,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['울/캐시미어', '니트']",,노멀,옐로우,노멀,['니트꽈베기'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
3178,961777,레트로,"하의, 상의",3,미디,블랙,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['울/캐시미어', '니트']",,노멀,옐로우,노멀,['니트꽈베기'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
3179,961778,레트로,"하의, 상의",3,미디,블랙,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['울/캐시미어', '니트']",,노멀,옐로우,노멀,['니트꽈베기'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
3180,961779,레트로,"하의, 상의",3,미디,블랙,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['울/캐시미어', '니트']",,노멀,옐로우,노멀,['니트꽈베기'],,,,,,,,,,,,,,,,,,,,,,,,,
3181,961867,레트로,"하의, 상의",3,미디,,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['니트', '울/캐시미어']",['무지'],노멀,옐로우,노멀,['니트꽈베기'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
3182,961868,레트로,"하의, 상의",3,미디,,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['니트', '울/캐시미어']",['무지'],노멀,옐로우,노멀,['니트꽈베기'],,,,,,,,,,,,,,,,,,,,,,,,,
3183,961869,레트로,"하의, 상의",3,미디,,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['니트', '울/캐시미어']",['무지'],노멀,옐로우,노멀,['니트꽈베기'],,,,,,,,,,,,,,,,,,,,,,,,,
3184,961871,레트로,"하의, 상의",3,미디,,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['니트', '울/캐시미어']",['무지'],노멀,옐로우,노멀,['니트꽈베기'],,,,,,,,,,,,,,,,,,,,,,,,,
3185,961874,레트로,"하의, 상의",3,미디,,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['니트', '울/캐시미어']",['무지'],노멀,옐로우,노멀,['니트꽈베기'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
3186,961875,레트로,"하의, 상의",3,미디,,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['니트', '울/캐시미어']",['무지'],노멀,옐로우,노멀,['니트꽈베기'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
3187,961877,레트로,"하의, 상의",3,미디,,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['니트', '울/캐시미어']",['무지'],노멀,옐로우,노멀,['니트꽈베기'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
3188,961878,레트로,"하의, 상의",3,미디,,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['니트', '울/캐시미어']",['무지'],노멀,옐로우,노멀,['니트꽈베기'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
3189,961879,레트로,"하의, 상의",3,미디,,스커트,['가죽'],['무지'],노멀,스카이블루,니트웨어,,긴팔,"['니트', '울/캐시미어']",['무지'],노멀,옐로우,노멀,['니트꽈베기'],,,,,,,,,,,,,,,,,,,,,,,,,
3190,975873,레트로,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,,,,,하프,화이트,재킷,,긴팔,['우븐'],['체크'],,노멀,블랙,,,,,,,,,,,,
3191,975874,레트로,"아우터, 상의",2,,,,,,,화이트,탑,,긴팔,['저지'],['무지'],노멀,,크롭,['셔링'],스위트하트,,,하프,화이트,재킷,['더블브레스티드'],긴팔,['우븐'],['체크'],브이넥,노멀,블랙,테일러드칼라,,,,,,,,,,,
3192,975875,레트로,"아우터, 상의",2,,,,,,,화이트,탑,,긴팔,['저지'],['무지'],노멀,,크롭,['셔링'],스위트하트,,,하프,화이트,재킷,['더블브레스티드'],긴팔,['우븐'],['체크'],브이넥,노멀,블랙,테일러드칼라,,,,,,,,,,,
3193,975876,레트로,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,,,,,하프,화이트,재킷,['더블브레스티드'],긴팔,['우븐'],['체크'],브이넥,노멀,블랙,테일러드칼라,,,,,,,,,,,
3194,975879,레트로,"아우터, 상의",2,,,,,,,화이트,탑,,긴팔,['저지'],['무지'],노멀,,크롭,['셔링'],스위트하트,,,하프,화이트,재킷,['더블브레스티드'],긴팔,['우븐'],['체크'],브이넥,노멀,블랙,테일러드칼라,,,,,,,,,,,
3195,975880,레트로,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,,,,,하프,화이트,재킷,['더블브레스티드'],긴팔,['우븐'],['체크'],브이넥,노멀,블랙,테일러드칼라,,,,,,,,,,,
3196,975881,레트로,"아우터, 상의",2,,,,,,,화이트,탑,,긴팔,['저지'],['무지'],타이트,,크롭,['셔링'],스위트하트,,,노말,화이트,재킷,['더블브레스티드'],긴팔,['우븐'],['체크'],,루즈,블랙,테일러드칼라,,,,,,,,,,,
3197,975882,레트로,"아우터, 상의",2,,,,,,,화이트,탑,,긴팔,['저지'],['무지'],타이트,,크롭,['셔링'],스위트하트,,,노말,화이트,재킷,['더블브레스티드'],긴팔,['우븐'],['체크'],,루즈,블랙,테일러드칼라,,,,,,,,,,,
3198,976977,레트로,"아우터, 상의",2,,,,,,,화이트,탑,,없음,['저지'],['무지'],타이트,,,,,,,크롭,핑크,재킷,"['더블브레스티드', '퍼프']",반팔,['트위드'],['무지'],브이넥,루즈,,테일러드칼라,,,,,,,,,,,
3199,976978,레트로,"아우터, 상의",2,,,,,,,화이트,탑,,없음,['저지'],['무지'],타이트,,,,,,,크롭,베이지,재킷,"['더블브레스티드', '퍼프']",반팔,['트위드'],['무지'],브이넥,루즈,화이트,테일러드칼라,,,,,,,,,,,
3200,976982,레트로,"아우터, 상의",2,,,,,,,화이트,탑,,없음,['저지'],['무지'],타이트,,,,,,,크롭,핑크,재킷,"['더블브레스티드', '퍼프']",반팔,['트위드'],['무지'],브이넥,루즈,,테일러드칼라,,,,,,,,,,,
3201,977108,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,하프,블루,재킷,"['포켓', '싱글브레스티드', '퍼프']",반팔,['우븐'],['체크'],,노멀,화이트,테일러드칼라,드레스,,['우븐'],['무지'],브이넥,루즈,미디,화이트,,없음,
3202,977111,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,하프,블루,재킷,,반팔,['우븐'],['체크'],,노멀,화이트,,드레스,,['우븐'],['무지'],브이넥,루즈,미디,베이지,,없음,
3203,977113,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,하프,블루,재킷,"['포켓', '싱글브레스티드', '퍼프']",반팔,['우븐'],['체크'],,노멀,화이트,테일러드칼라,드레스,,['우븐'],['무지'],브이넥,루즈,미디,베이지,,없음,
3204,977116,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,하프,블루,재킷,"['포켓', '싱글브레스티드', '퍼프']",반팔,['우븐'],['체크'],,노멀,화이트,테일러드칼라,드레스,,['우븐'],['무지'],브이넥,루즈,미디,베이지,,없음,
3205,981708,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,화이트,셔츠,셔츠칼라,긴팔,"['우븐', '레이스']",['무지'],노멀,,,"['프릴', '레이스']",,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
3206,981711,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,화이트,셔츠,,긴팔,['우븐'],['무지'],노멀,,롱,,,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
3207,981712,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,화이트,셔츠,셔츠칼라,긴팔,"['우븐', '레이스']",['무지'],노멀,,,"['프릴', '레이스']",,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
3208,981713,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,화이트,셔츠,셔츠칼라,긴팔,"['우븐', '레이스']",['무지'],노멀,,,"['프릴', '레이스']",,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
3209,981714,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,화이트,셔츠,셔츠칼라,긴팔,"['우븐', '레이스']",['무지'],노멀,,,"['프릴', '레이스']",,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
3210,981715,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,롱,,,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
3211,981716,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,화이트,셔츠,셔츠칼라,긴팔,"['우븐', '레이스']",['무지'],노멀,,,"['프릴', '레이스']",,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
3212,981717,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,화이트,셔츠,,긴팔,"['우븐', '레이스']",['무지'],노멀,,,"['프릴', '레이스']",,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
3213,981718,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,화이트,셔츠,셔츠칼라,긴팔,"['우븐', '레이스']",['무지'],노멀,,,"['프릴', '레이스']",,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
3214,981721,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,화이트,셔츠,셔츠칼라,긴팔,"['우븐', '레이스']",['무지'],노멀,,,"['프릴', '레이스']",,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
3215,982653,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,그린,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3216,982654,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,그린,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3217,982655,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,그린,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3218,982656,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,카키,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3219,982657,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,카키,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3220,982658,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,카키,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3221,982659,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,카키,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3222,982660,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,카키,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3223,982663,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,카키,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3224,982664,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,카키,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3225,982665,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,카키,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3226,982666,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,카키,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3227,982667,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,카키,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3228,982668,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,카키,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3229,982669,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,카키,블라우스,세일러칼라,긴팔,['우븐'],['도트'],노멀,화이트,,"['셔링', '퍼프', '플레어']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3230,982688,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3231,982689,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3232,982690,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3233,982693,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3234,982694,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3235,982695,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3236,982696,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3237,982697,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3238,982698,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3239,982699,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3240,982700,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3241,982703,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3242,982704,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3243,982705,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3244,982706,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3245,982707,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3246,982708,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3247,982709,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3248,982710,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3249,982713,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3250,982714,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,스키니,레드,블라우스,,긴팔,['우븐'],['스트라이프'],노멀,화이트,노멀,"['프릴', '단추']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3251,982926,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3252,982927,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3253,982928,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3254,982929,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3255,982930,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3256,982933,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3257,982934,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3258,982935,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3259,982936,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3260,982937,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3261,982938,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3262,982939,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3263,982940,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3264,982943,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3265,982944,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3266,982945,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3267,982946,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3268,982947,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3269,982948,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
3270,982949,레트로,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,와이드,오렌지,셔츠,,긴팔,['우븐'],['플로럴'],노멀,퍼플,,"['띠', '퍼프', '셔링', '프릴']",브이넥,,,,,,,,,,,,,,,,,,,,,,,,
