,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_카테고리,상의_옷깃,상의_소매기장,상의_소재,상의_프린트,상의_핏,아우터_기장,아우터_색상,아우터_카테고리,아우터_옷깃,아우터_소매기장,아우터_소재,아우터_프린트,아우터_핏,상의_넥라인,아우터_디테일,상의_기장,상의_디테일,하의_디테일,아우터_넥라인,상의_서브색상,하의_서브색상,원피스_색상,원피스_서브색상,원피스_카테고리,원피스_소매기장,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,아우터_서브색상,원피스_기장,원피스_옷깃,원피스_디테일
3833,764927,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],루즈,화이트,티셔츠,,긴팔,"['저지', '우븐']",['무지'],,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,브이넥,"['싱글브레스티드', '포켓']",,,,노카라,,,,,,,,,,,,,,
3834,764928,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],루즈,,,,,,,,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,,"['싱글브레스티드', '포켓']",,,['슬릿'],노카라,,,,,,,,,,,,,,
3835,764929,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],루즈,실버,,,긴팔,,,,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,,"['싱글브레스티드', '포켓']",,,['슬릿'],노카라,,,,,,,,,,,,,,
3836,764930,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],루즈,실버,,,긴팔,,,,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,,"['싱글브레스티드', '포켓']",,,['슬릿'],노카라,,,,,,,,,,,,,,
3837,764931,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],루즈,실버,,,긴팔,,,,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,,"['싱글브레스티드', '포켓']",,,['슬릿'],노카라,,,,,,,,,,,,,,
3838,764934,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],루즈,화이트,티셔츠,,긴팔,"['저지', '우븐']",['무지'],,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,브이넥,"['싱글브레스티드', '포켓']",,,,노카라,,,,,,,,,,,,,,
3839,764935,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],루즈,,,,,,,,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,,"['싱글브레스티드', '포켓']",,,,노카라,,,,,,,,,,,,,,
3840,764936,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],루즈,,,,,,,,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,,"['싱글브레스티드', '포켓']",,,['슬릿'],노카라,,,,,,,,,,,,,,
3841,764937,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],루즈,실버,,,긴팔,,,,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,,"['싱글브레스티드', '포켓']",,,['슬릿'],노카라,,,,,,,,,,,,,,
3842,764938,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],루즈,화이트,티셔츠,,긴팔,"['저지', '우븐']",['무지'],,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,브이넥,"['싱글브레스티드', '포켓']",,,,노카라,,,,,,,,,,,,,,
3843,764939,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],루즈,,,,,,,,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,,"['싱글브레스티드', '포켓']",,,,노카라,,,,,,,,,,,,,,
3844,764940,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],루즈,,,,,,,,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,,"['싱글브레스티드', '포켓']",,,['슬릿'],노카라,,,,,,,,,,,,,,
3845,764941,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],루즈,,,,,,,,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,,"['싱글브레스티드', '포켓']",,,['슬릿'],노카라,,,,,,,,,,,,,,
3846,769570,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3847,769571,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3848,769572,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3849,769573,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3850,769574,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3851,769575,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3852,769576,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3853,769579,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3854,769580,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3855,769581,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3856,769582,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3857,769583,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3858,769584,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3859,769585,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3860,769586,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3861,769589,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3862,769590,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3863,769591,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3864,769592,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3865,769593,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3866,769594,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3867,769595,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3868,769596,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3869,769599,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3870,769600,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3871,769601,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3872,769602,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3873,769603,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3874,769604,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3875,769605,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3876,769606,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3877,769609,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3878,769610,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3879,769611,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3880,769612,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3881,769613,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3882,769614,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3883,769615,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3884,769616,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3885,769619,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3886,769620,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3887,769621,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3888,769622,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3889,769623,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3890,769624,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3891,769625,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3892,769626,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3893,769629,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3894,769630,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3895,769631,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3896,769632,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3897,769633,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3898,769634,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3899,769635,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3900,769636,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3901,769639,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3902,769640,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3903,769641,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3904,769642,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3905,769643,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3906,769644,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3907,769645,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3908,769646,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3909,769649,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],노멀,,티셔츠,,,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3910,769670,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,긴팔,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3911,769671,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,긴팔,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3912,769672,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,긴팔,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3913,769673,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,긴팔,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3914,769674,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,긴팔,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3915,769675,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,긴팔,['저지'],['무지'],노멀,,,,,,,,,유넥,,,,['슬릿'],,,,,,,,,,,,,,,
3916,769676,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3917,769679,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3918,769680,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3919,769681,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3920,769682,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,,,없음,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3921,769683,매니시,"아우터, 하의",4,발목,,팬츠,['우븐'],['무지'],노멀,,,,,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3922,769684,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,라벤더,,,긴팔,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,['단추'],,,['슬릿'],노카라,화이트,,,,,,,,,,,,,
3923,769685,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,,,없음,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3924,769686,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3925,769689,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3926,769690,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,실버,티셔츠,,없음,['저지'],['무지'],노멀,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3927,769691,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3928,769692,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3929,769693,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3930,769694,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,,,없음,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3931,769695,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,,,없음,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3932,769696,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,,,없음,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3933,769699,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,실버,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3934,769700,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3935,769701,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3936,769702,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,,,없음,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3937,769703,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,,,없음,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3938,769704,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3939,769705,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,티셔츠,,없음,['저지'],['무지'],노멀,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,유넥,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3940,769706,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3941,769709,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
3942,769710,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,,,,['슬릿'],,,,,,,,,,,,,,,
3943,769711,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,,,,['슬릿'],,,,,,,,,,,,,,,
3944,769712,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,,,,['슬릿'],,,,,,,,,,,,,,,
3945,769713,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,,,,['슬릿'],,,,,,,,,,,,,,,
3946,769714,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,,,,['슬릿'],,,,,,,,,,,,,,,
3947,769715,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,,,,['슬릿'],,,,,,,,,,,,,,,
3948,769716,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],루즈,,['단추'],,,['슬릿'],노카라,,,,,,,,,,,,,,
