,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_서브색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_서브색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_디테일,원피스_색상,원피스_서브색상,원피스_소매기장,상의_기장,아우터_기장,아우터_색상,아우터_서브색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,아우터_옷깃,상의_옷깃,원피스_기장,원피스_카테고리,원피스_디테일,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,원피스_옷깃
1899,893394,키치,"하의, 상의",3,미디,블루,레드,스커트,['우븐'],['체크'],루즈,화이트,핑크,티셔츠,"['드롭숄더', '레이스']",긴팔,['저지'],['레터링'],라운드넥,루즈,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1900,893395,키치,"하의, 상의",3,미디,블루,레드,스커트,['우븐'],['체크'],루즈,화이트,핑크,티셔츠,"['드롭숄더', '레이스']",긴팔,['저지'],['레터링'],라운드넥,루즈,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1901,893396,키치,"하의, 상의",3,미디,블루,레드,스커트,['우븐'],['체크'],루즈,화이트,핑크,티셔츠,"['드롭숄더', '레이스']",긴팔,['저지'],['레터링'],라운드넥,루즈,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1902,893397,키치,"하의, 상의",3,미디,블루,레드,스커트,['우븐'],['체크'],루즈,화이트,핑크,티셔츠,"['드롭숄더', '레이스']",긴팔,['저지'],['레터링'],라운드넥,루즈,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1903,893398,키치,"하의, 상의",3,,,,스커트,['우븐'],['체크'],,화이트,핑크,티셔츠,"['드롭숄더', '레이스']",긴팔,['저지'],['레터링'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1904,893399,키치,"하의, 상의",3,,,,스커트,['우븐'],['체크'],,화이트,핑크,티셔츠,"['드롭숄더', '레이스']",긴팔,['저지'],['레터링'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1905,893402,키치,"하의, 상의",3,미디,블루,레드,스커트,['우븐'],['체크'],루즈,화이트,핑크,티셔츠,"['드롭숄더', '레이스']",긴팔,['저지'],['레터링'],라운드넥,루즈,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1906,893403,키치,"하의, 상의",3,미디,블루,레드,스커트,['우븐'],['체크'],루즈,화이트,핑크,티셔츠,"['드롭숄더', '레이스']",긴팔,['저지'],['레터링'],라운드넥,루즈,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1907,893404,키치,"하의, 상의",3,발목,블루,레드,스커트,['우븐'],['체크'],루즈,화이트,블루,티셔츠,"['프릴', '드롭숄더']",긴팔,['저지'],"['체크', '레터링']",라운드넥,루즈,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1908,893405,키치,"하의, 상의",3,발목,블루,레드,스커트,['우븐'],['체크'],루즈,화이트,블루,티셔츠,"['프릴', '드롭숄더']",긴팔,['저지'],"['체크', '레터링']",라운드넥,루즈,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1909,893408,키치,"하의, 상의",3,발목,블루,레드,스커트,['우븐'],['체크'],루즈,화이트,블루,티셔츠,"['프릴', '드롭숄더']",긴팔,['저지'],"['체크', '레터링']",라운드넥,루즈,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1910,893409,키치,"하의, 상의",3,발목,블루,레드,스커트,['우븐'],['체크'],루즈,화이트,블루,티셔츠,"['프릴', '드롭숄더']",긴팔,['저지'],"['체크', '레터링']",라운드넥,루즈,['셔링'],,,,노멀,,,,,,,,,,,,,,,,,,,,
1911,893558,키치,"하의, 상의",3,미디,레드,블루,스커트,['우븐'],['체크'],노멀,블랙,레드,블라우스,"['셔링', '레이스']",반팔,['우븐'],"['체크', '무지']",라운드넥,노멀,"['비대칭', '프릴']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1912,893559,키치,"하의, 상의",3,미디,레드,블루,스커트,['우븐'],['체크'],노멀,블랙,레드,블라우스,"['셔링', '레이스']",반팔,['우븐'],"['체크', '무지']",라운드넥,노멀,"['비대칭', '프릴']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1913,893560,키치,"하의, 상의",3,미디,레드,블루,스커트,['우븐'],['체크'],노멀,블랙,레드,블라우스,"['셔링', '레이스']",반팔,['우븐'],"['체크', '무지']",라운드넥,노멀,"['비대칭', '프릴']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1914,893561,키치,"하의, 상의",3,미디,레드,블루,스커트,['우븐'],['체크'],노멀,블랙,레드,블라우스,"['셔링', '레이스']",반팔,['우븐'],"['체크', '무지']",,노멀,"['비대칭', '프릴']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1915,893562,키치,"하의, 상의",3,미디,레드,블루,스커트,['우븐'],['체크'],노멀,블랙,레드,블라우스,"['셔링', '레이스']",반팔,['우븐'],"['체크', '무지']",,노멀,"['비대칭', '프릴']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1916,893563,키치,"하의, 상의",3,미디,레드,블루,스커트,['우븐'],['체크'],노멀,블랙,레드,블라우스,"['셔링', '레이스']",반팔,['우븐'],"['체크', '무지']",,노멀,"['비대칭', '프릴']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1917,893564,키치,"하의, 상의",3,미디,레드,블루,스커트,['우븐'],['체크'],노멀,블랙,레드,블라우스,"['셔링', '레이스']",반팔,['우븐'],"['체크', '무지']",,노멀,"['비대칭', '프릴']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1918,893565,키치,"하의, 상의",3,미디,레드,블루,스커트,['우븐'],['체크'],노멀,블랙,레드,블라우스,"['셔링', '레이스']",반팔,['우븐'],"['체크', '무지']",,노멀,"['비대칭', '프릴']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1919,900913,키치,"하의, 상의",3,미디,블루,레드,스커트,['우븐'],['체크'],루즈,핑크,화이트,티셔츠,['레이스'],긴팔,['저지'],['무지'],라운드넥,루즈,"['레이스', '페플럼']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1920,900914,키치,"하의, 상의",3,미디,블루,레드,스커트,['우븐'],['체크'],루즈,핑크,화이트,티셔츠,['레이스'],긴팔,['저지'],['무지'],라운드넥,루즈,"['레이스', '페플럼']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1921,900917,키치,"하의, 상의",3,미디,퍼플,오렌지,스커트,['우븐'],['체크'],루즈,화이트,퍼플,티셔츠,"['프릴', '레이스']",긴팔,"['우븐', '저지']","['체크', '레터링']",라운드넥,루즈,"['페플럼', '레이스']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1922,900918,키치,"하의, 상의",3,미디,퍼플,오렌지,스커트,['우븐'],['체크'],루즈,화이트,퍼플,티셔츠,"['프릴', '레이스']",긴팔,"['우븐', '저지']","['체크', '레터링']",라운드넥,루즈,"['페플럼', '레이스']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1923,900919,키치,"하의, 상의",3,미디,퍼플,오렌지,스커트,['우븐'],['체크'],루즈,화이트,퍼플,티셔츠,"['프릴', '레이스']",긴팔,"['우븐', '저지']","['체크', '레터링']",라운드넥,루즈,"['페플럼', '레이스']",,,,노멀,,,,,,,,,,,,,,,,,,,,
1924,901244,키치,"하의, 상의",3,미니,핑크,,팬츠,['우븐'],['무지'],와이드,화이트,블랙,티셔츠,['자수'],반팔,['저지'],['무지'],라운드넥,루즈,"['스트링', '리본']",,,,,,,,,,,,,,,,,,,,,,,,
1925,901245,키치,"하의, 상의",3,,핑크,,팬츠,['우븐'],['무지'],와이드,화이트,블랙,티셔츠,['자수'],반팔,['저지'],['무지'],라운드넥,루즈,"['스트링', '리본']",,,,,,,,,,,,,,,,,,,,,,,,
1926,901246,키치,"하의, 상의",3,미니,핑크,,팬츠,['우븐'],['무지'],와이드,화이트,블랙,티셔츠,['자수'],반팔,['저지'],['무지'],라운드넥,루즈,"['스트링', '리본']",,,,,,,,,,,,,,,,,,,,,,,,
1927,901247,키치,"하의, 상의",3,미니,핑크,,팬츠,['우븐'],['무지'],와이드,화이트,블랙,티셔츠,['자수'],반팔,['저지'],['무지'],라운드넥,루즈,"['스트링', '리본']",,,,,,,,,,,,,,,,,,,,,,,,
1928,901249,키치,"하의, 상의",3,미니,핑크,,팬츠,['우븐'],['무지'],와이드,화이트,블랙,티셔츠,['자수'],반팔,['저지'],['무지'],라운드넥,루즈,"['스트링', '리본']",,,,,,,,,,,,,,,,,,,,,,,,
1929,901250,키치,"하의, 상의",3,,핑크,,팬츠,['우븐'],['무지'],와이드,화이트,블랙,티셔츠,['자수'],반팔,['저지'],['무지'],라운드넥,루즈,"['스트링', '리본']",,,,,,,,,,,,,,,,,,,,,,,,
1930,901253,키치,"하의, 상의",3,미니,핑크,,팬츠,['우븐'],['무지'],와이드,화이트,블랙,티셔츠,['자수'],반팔,['저지'],['무지'],라운드넥,루즈,"['스트링', '리본']",,,,,,,,,,,,,,,,,,,,,,,,
1931,901254,키치,"하의, 상의",3,미니,핑크,,팬츠,['우븐'],['무지'],와이드,화이트,블랙,티셔츠,['자수'],반팔,['저지'],['무지'],라운드넥,루즈,"['스트링', '리본']",,,,,,,,,,,,,,,,,,,,,,,,
1932,901255,키치,"하의, 상의",3,,핑크,,팬츠,['우븐'],['무지'],와이드,화이트,블랙,티셔츠,['자수'],반팔,['저지'],['무지'],라운드넥,루즈,"['스트링', '리본']",,,,,,,,,,,,,,,,,,,,,,,,
1933,901256,키치,"하의, 상의",3,미니,핑크,,팬츠,['우븐'],['무지'],와이드,화이트,블랙,티셔츠,['자수'],반팔,['저지'],['무지'],라운드넥,루즈,"['스트링', '리본']",,,,,,,,,,,,,,,,,,,,,,,,
1934,910603,키치,"하의, 상의",3,미디,화이트,,스커트,"['실크', '레이스']",['플로럴'],노멀,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],,유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1935,910604,키치,"하의, 상의",3,미디,화이트,,스커트,"['실크', '레이스']",['플로럴'],노멀,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],,유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1936,910605,키치,"하의, 상의",3,미디,화이트,,스커트,"['실크', '레이스']",['플로럴'],노멀,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],,유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1937,910606,키치,"하의, 상의",3,미디,화이트,,스커트,"['실크', '레이스']",['플로럴'],노멀,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],,유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1938,910607,키치,"하의, 상의",3,,화이트,,,,,,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],,유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1939,910608,키치,"하의, 상의",3,,화이트,,,,,,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],,유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1940,910609,키치,"하의, 상의",3,,화이트,,,,,,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],,유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1941,910610,키치,"하의, 상의",3,,화이트,,,,,,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],,유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1942,910613,키치,"하의, 상의",3,미디,화이트,,스커트,"['실크', '레이스']",['플로럴'],노멀,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],,유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1943,910614,키치,"하의, 상의",3,미디,화이트,,스커트,"['실크', '레이스']",['플로럴'],노멀,네온,,티셔츠,,민소매,['저지'],,,노멀,['슬릿'],,,,,,,,,,,,,,,,,,,,,,,,
1944,910615,키치,"하의, 상의",3,미디,화이트,,스커트,"['실크', '레이스']",['플로럴'],노멀,네온,,티셔츠,,민소매,['저지'],,,노멀,['슬릿'],,,,,,,,,,,,,,,,,,,,,,,,
1945,910619,키치,"하의, 상의",3,미디,화이트,,스커트,"['실크', '레이스']",['플로럴'],노멀,네온,,티셔츠,,민소매,['저지'],,,노멀,['슬릿'],,,,,,,,,,,,,,,,,,,,,,,,
1946,910620,키치,"하의, 상의",3,미디,화이트,,스커트,"['실크', '레이스']",['플로럴'],노멀,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],,유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1947,910625,키치,"하의, 상의",3,미디,화이트,,스커트,"['실크', '레이스']",['플로럴'],노멀,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],,유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1948,910626,키치,"하의, 상의",3,미디,화이트,,스커트,"['실크', '레이스']",['플로럴'],노멀,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],,유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1949,910630,키치,"하의, 상의",3,미디,화이트,,스커트,"['레이스', '실크']",['무지'],노멀,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],['무지'],유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1950,910633,키치,"하의, 상의",3,미디,화이트,,스커트,"['레이스', '실크']",['무지'],노멀,네온,블랙,티셔츠,,민소매,['저지'],['무지'],,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1951,910634,키치,"하의, 상의",3,미디,화이트,,스커트,"['레이스', '실크']",['무지'],노멀,네온,블랙,티셔츠,"['스팽글', '프린지']",민소매,['저지'],['무지'],유넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
1952,910790,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1953,910793,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1954,910794,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1955,910795,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1956,910796,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,,티셔츠,,반팔,['저지'],['무지'],유넥,루즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
1957,910797,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,,티셔츠,,반팔,['저지'],['무지'],유넥,루즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
1958,910798,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1959,910799,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1960,910803,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1961,910804,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1962,910805,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1963,910806,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1964,910807,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1965,910808,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1966,910809,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1967,910810,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1968,910813,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,블랙,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1969,910814,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,,티셔츠,,반팔,['저지'],['무지'],,루즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
1970,910815,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1971,910816,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1972,910817,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1973,910819,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1974,910820,키치,"하의, 상의",3,미니,화이트,,팬츠,['데님'],['무지'],와이드,민트,핑크,티셔츠,"['스팽글', '비즈']",반팔,['저지'],['무지'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1975,910823,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,그린,티셔츠,,민소매,['저지'],['그래픽'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1976,910824,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,그린,티셔츠,,민소매,['저지'],['그래픽'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1977,910825,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,그린,티셔츠,,민소매,['저지'],['그래픽'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1978,910828,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,그린,티셔츠,,민소매,['저지'],['그래픽'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1979,910833,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,그린,티셔츠,,민소매,['저지'],['그래픽'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1980,910834,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,그린,티셔츠,,민소매,['저지'],['그래픽'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1981,910838,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,그린,티셔츠,,민소매,['저지'],['그래픽'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1982,910839,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,그린,티셔츠,,민소매,['저지'],['그래픽'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1983,910840,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,그린,티셔츠,,민소매,['저지'],['그래픽'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1984,910845,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,그린,티셔츠,,민소매,['저지'],['그래픽'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1985,910846,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,그린,티셔츠,,민소매,['저지'],['그래픽'],유넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,,
1986,910847,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,,티셔츠,,민소매,['저지'],,,루즈,['슬릿'],,,,,,,,,,,,,,,,,,,,,,,,
1987,910848,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,,티셔츠,,민소매,['저지'],,,루즈,['슬릿'],,,,,,,,,,,,,,,,,,,,,,,,
1988,910849,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,,티셔츠,,민소매,['저지'],,,루즈,['슬릿'],,,,,,,,,,,,,,,,,,,,,,,,
1989,910850,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,,티셔츠,,민소매,['저지'],,,루즈,['슬릿'],,,,,,,,,,,,,,,,,,,,,,,,
1990,910853,키치,"하의, 상의",3,미디,핑크,와인,스커트,['시폰'],['플로럴'],루즈,화이트,,티셔츠,,민소매,['저지'],,,루즈,['슬릿'],,,,,,,,,,,,,,,,,,,,,,,,
1991,913,키치,"하의, 상의",3,,,,팬츠,['우븐'],['카무플라쥬'],노멀,,,니트웨어,,,['니트'],,라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1992,914,키치,"하의, 상의",3,,,,팬츠,['우븐'],['카무플라쥬'],노멀,,,니트웨어,,,['니트'],,라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1993,915545,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['리본'],반팔,['우븐'],['그래픽'],유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1994,915548,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['리본'],반팔,['우븐'],,,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1995,915549,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['스티치'],반팔,['우븐'],['그래픽'],유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1996,915550,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['스티치'],반팔,['우븐'],['그래픽'],유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1997,915551,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['스티치'],반팔,['우븐'],['그래픽'],유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1998,915552,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['스티치'],반팔,['우븐'],['그래픽'],유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
1999,915553,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['스티치'],반팔,['우븐'],['그래픽'],유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
2000,915554,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['리본'],반팔,['우븐'],['그래픽'],,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
2001,915555,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['스티치'],반팔,['우븐'],['그래픽'],유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
2002,915558,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['리본'],반팔,['우븐'],['그래픽'],,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
2003,915559,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['리본'],반팔,['우븐'],['그래픽'],,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
2004,915560,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['스티치'],반팔,['우븐'],['그래픽'],유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
2005,915561,키치,"하의, 상의",3,미니,,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['리본'],반팔,['우븐'],,유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
2006,915562,키치,"하의, 상의",3,미니,,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['스티치'],반팔,['우븐'],['그래픽'],유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
2007,915563,키치,"하의, 상의",3,미니,,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['스티치'],반팔,['우븐'],['그래픽'],유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
2008,915564,키치,"하의, 상의",3,미니,,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['스티치'],반팔,['우븐'],['그래픽'],유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
2009,915565,키치,"하의, 상의",3,미니,화이트,,팬츠,['우븐'],['무지'],노멀,네이비,,블라우스,['스티치'],반팔,['우븐'],['그래픽'],유넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
2010,918006,키치,"하의, 상의",3,니렝스,네이비,블루,팬츠,['우븐'],['그래픽'],와이드,화이트,,탑,,긴팔,['우븐'],['무지'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
2011,918007,키치,"하의, 상의",3,니렝스,네이비,블루,팬츠,['우븐'],['그래픽'],와이드,화이트,,탑,,긴팔,['우븐'],['무지'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
